10,132
11,129
13,114
12,107
18,101
15,94
5,80
14,77
23,77
16,73
19,72
25,72
17,70
24,63
31,61
34,59
0,58
56,57
33,53
3,49
20,48
29,48
57,48
58,48
26,47
51,47
2,46
30,46
35,46
38,46
63,46
42,45
28,44
37,43
1,42
6,42
21,42
27,42
48,42
32,41
44,41
9,40
50,40
8,38
22,38
36,38
88,38
39,37
40,37
49,37
71,37
45,36
64,36
65,33
60,31
52,30
53,30
69,30
75,30
87,29
43,28
61,28
70,28
89,28
41,27
55,27
68,27
74,27
78,27
79,27
90,27
94,27
114,27
46,26
72,26
77,26
81,26
100,26
106,26
132,26
47,25
54,25
83,25
86,25
126,25
76,24
102,24
122,24
130,24
67,23
84,23
124,23
161,23
121,22
146,22
164,22
193,22
201,22
4,21
7,21
62,21
73,21
93,21
98,21
105,21
110,21
116,21
128,21
135,21
143,21
176,21
182,21
80,20
108,20
127,20
133,20
136,20
154,20
160,20
163,20
165,20
170,20
181,20
188,20
200,20
91,19
92,19
104,19
107,19
117,19
129,19
134,19
139,19
144,19
189,19
220,19
222,19
66,18
97,18
115,18
118,18
131,18
153,18
159,18
168,18
184,18
208,18
215,18
216,18
258,18
85,17
95,17
96,17
120,17
142,17
156,17
158,17
162,17
167,17
180,17
192,17
205,17
229,17
243,17
265,17
341,17
101,16
119,16
137,16
140,16
145,16
147,16
157,16
172,16
175,16
179,16
187,16
191,16
198,16
199,16
209,16
224,16
225,16
237,16
251,16
280,16
290,16
82,15
109,15
138,15
149,15
150,15
166,15
173,15
178,15
183,15
202,15
203,15
206,15
213,15
230,15
236,15
239,15
241,15
248,15
261,15
276,15
284,15
294,15
297,15
324,15
103,14
111,14
112,14
123,14
141,14
148,14
155,14
169,14
177,14
185,14
197,14
227,14
244,14
245,14
247,14
254,14
260,14
271,14
281,14
289,14
295,14
314,14
336,14
359,14
59,13
125,13
151,13
171,13
186,13
190,13
195,13
196,13
204,13
212,13
221,13
232,13
235,13
250,13
253,13
256,13
272,13
275,13
287,13
292,13
293,13
308,13
309,13
315,13
325,13
327,13
332,13
334,13
347,13
356,13
361,13
367,13
371,13
382,13
393,13
406,13
99,12
113,12
194,12
207,12
210,12
211,12
214,12
218,12
228,12
231,12
233,12
240,12
246,12
249,12
255,12
264,12
282,12
286,12
296,12
298,12
304,12
310,12
316,12
317,12
330,12
337,12
340,12
343,12
344,12
364,12
365,12
370,12
372,12
387,12
388,12
396,12
422,12
433,12
439,12
452,12
454,12
460,12
465,12
152,11
217,11
219,11
223,11
226,11
234,11
238,11
252,11
259,11
262,11
263,11
266,11
267,11
270,11
273,11
277,11
288,11
299,11
300,11
303,11
305,11
307,11
312,11
318,11
319,11
322,11
335,11
342,11
349,11
353,11
355,11
360,11
362,11
363,11
368,11
379,11
383,11
384,11
385,11
392,11
395,11
399,11
400,11
404,11
419,11
420,11
421,11
425,11
427,11
431,11
437,11
442,11
242,10
257,10
268,10
269,10
274,10
278,10
279,10
285,10
301,10
302,10
311,10
323,10
326,10
328,10
331,10
338,10
339,10
351,10
352,10
354,10
357,10
369,10
374,10
375,10
377,10
378,10
381,10
390,10
391,10
394,10
397,10
398,10
401,10
407,10
408,10
411,10
412,10
413,10
414,10
415,10
416,10
417,10
418,10
430,10
434,10
435,10
440,10
443,10
449,10
451,10
457,10
461,10
462,10
463,10
482,10
174,9
283,9
291,9
306,9
313,9
320,9
321,9
329,9
333,9
345,9
346,9
348,9
350,9
358,9
366,9
373,9
376,9
380,9
386,9
389,9
402,9
403,9
405,9
409,9
410,9
423,9
424,9
426,9
428,9
429,9
432,9
436,9
438,9
441,9
444,9
445,9
446,9
447,9
448,9
450,9
453,9
455,9
456,9
458,9
459,9
464,9
466,9
467,9
468,9
469,9
470,9
471,9
472,9
473,9
474,9
475,9
476,9
477,9
478,9
479,9
480,9
481,9
483,9
484,9
485,9
486,9
487,9
488,9
489,9
490,9
491,9
492,9
493,9
494,9
495,9
496,9
497,9
498,9
499,9
