11,12,13,14,15,16,17,18,26,32,35,47,53,54,61,65,66,68,71,77,82,84,92,93,96,98,103,124,136,146,149,154,161,162,173,190,198,206,259,268,291,326,338,347,358,360,374,383,388,413,415,422,426,442,455,459,479,480,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,13,14,15,16,18,19,30,32,35,37,38,46,51,54,74,75,79,99,111,119,120,127,141,143,144,153,177,200,204,216,228,260,289,308,329,333,343,387,418,429,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,13,14,17,19,24,25,30,32,36,38,40,41,44,53,76,83,87,99,146,151,153,174,181,185,199,206,231,234,236,242,244,262,265,287,292,296,331,353,367,372,374,415,427,434,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,13,14,15,17,18,19,20,24,29,37,38,46,60,66,69,73,74,75,78,102,106,110,114,130,136,143,151,160,178,181,201,210,218,255,274,284,305,311,334,335,372,387,411,426,433,456,464,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,15,16,22,33,39,42,48,53,58,178,180,205,214,258,276,316,321,338,345,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,13,14,15,16,17,18,22,24,25,31,33,37,39,43,50,59,62,64,67,68,72,78,90,93,106,108,111,116,119,121,124,137,142,145,147,148,155,162,168,182,187,198,201,202,209,217,226,229,244,248,260,264,267,273,296,298,302,303,314,322,324,333,334,335,338,346,370,375,376,386,394,421,423,431,449,483,490,497,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,14,16,17,18,20,22,28,31,35,49,51,65,69,75,82,88,90,93,109,123,125,129,133,145,157,162,192,213,227,236,249,253,265,281,308,311,336,349,365,374,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,13,14,15,18,23,28,34,50,55,88,96,107,137,202,216,300,314,351,353,443,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,13,19,20,21,23,26,27,59,71,85,96,105,121,141,148,152,154,165,166,177,188,203,211,217,231,316,317,323,371,383,404,428,430,461,485,489,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,13,19,23,26,27,28,31,33,34,35,36,48,66,95,116,119,134,137,163,169,193,199,223,249,264,272,276,279,310,315,316,357,379,418,447,448,450,454,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
