11,133
12,130
14,115
13,108
19,102
16,95
6,81
15,78
24,78
17,74
20,73
26,73
18,71
25,64
32,62
35,60
1,59
57,58
34,54
4,50
21,49
30,49
58,49
59,49
27,48
52,48
3,47
31,47
36,47
39,47
64,47
43,46
29,45
38,44
2,43
7,43
22,43
28,43
49,43
33,42
45,42
10,41
51,41
9,39
23,39
37,39
89,39
40,38
41,38
50,38
72,38
46,37
65,37
66,34
61,32
53,31
54,31
70,31
76,31
88,30
44,29
62,29
71,29
90,29
42,28
56,28
69,28
75,28
79,28
80,28
91,28
95,28
115,28
47,27
73,27
78,27
82,27
101,27
107,27
133,27
48,26
55,26
84,26
87,26
127,26
77,25
103,25
123,25
131,25
68,24
85,24
125,24
162,24
122,23
147,23
165,23
194,23
202,23
5,22
8,22
63,22
74,22
94,22
99,22
106,22
111,22
117,22
129,22
136,22
144,22
177,22
183,22
81,21
109,21
128,21
134,21
137,21
155,21
161,21
164,21
166,21
171,21
182,21
189,21
201,21
92,20
93,20
105,20
108,20
118,20
130,20
135,20
140,20
145,20
190,20
221,20
223,20
67,19
98,19
116,19
119,19
132,19
154,19
160,19
169,19
185,19
209,19
216,19
217,19
259,19
86,18
96,18
97,18
121,18
143,18
157,18
159,18
163,18
168,18
181,18
193,18
206,18
230,18
244,18
266,18
342,18
102,17
120,17
138,17
141,17
146,17
148,17
158,17
173,17
176,17
180,17
188,17
192,17
199,17
200,17
210,17
225,17
226,17
238,17
252,17
281,17
291,17
83,16
110,16
139,16
150,16
151,16
167,16
174,16
179,16
184,16
203,16
204,16
207,16
214,16
231,16
237,16
240,16
242,16
249,16
262,16
277,16
285,16
295,16
298,16
325,16
104,15
112,15
113,15
124,15
142,15
149,15
156,15
170,15
178,15
186,15
198,15
228,15
245,15
246,15
248,15
255,15
261,15
272,15
282,15
290,15
296,15
315,15
337,15
360,15
60,14
126,14
152,14
172,14
187,14
191,14
196,14
197,14
205,14
213,14
222,14
233,14
236,14
251,14
254,14
257,14
273,14
276,14
288,14
293,14
294,14
309,14
310,14
316,14
326,14
328,14
333,14
335,14
348,14
357,14
362,14
368,14
372,14
383,14
394,14
407,14
100,13
114,13
195,13
208,13
211,13
212,13
215,13
219,13
229,13
232,13
234,13
241,13
247,13
250,13
256,13
265,13
283,13
287,13
297,13
299,13
305,13
311,13
317,13
318,13
331,13
338,13
341,13
344,13
345,13
365,13
366,13
371,13
373,13
388,13
389,13
397,13
423,13
434,13
440,13
453,13
455,13
461,13
466,13
153,12
218,12
220,12
224,12
227,12
235,12
239,12
253,12
260,12
263,12
264,12
267,12
268,12
271,12
274,12
278,12
289,12
300,12
301,12
304,12
306,12
308,12
313,12
319,12
320,12
323,12
336,12
343,12
350,12
354,12
356,12
361,12
363,12
364,12
369,12
380,12
384,12
385,12
386,12
393,12
396,12
400,12
401,12
405,12
420,12
421,12
422,12
426,12
428,12
432,12
438,12
443,12
243,11
258,11
269,11
270,11
275,11
279,11
280,11
286,11
302,11
303,11
312,11
324,11
327,11
329,11
332,11
339,11
340,11
352,11
353,11
355,11
358,11
370,11
375,11
376,11
378,11
379,11
382,11
391,11
392,11
395,11
398,11
399,11
402,11
408,11
409,11
412,11
413,11
414,11
415,11
416,11
417,11
418,11
419,11
431,11
435,11
436,11
441,11
444,11
450,11
452,11
458,11
462,11
463,11
464,11
483,11
175,10
284,10
292,10
307,10
314,10
321,10
322,10
330,10
334,10
346,10
347,10
349,10
351,10
359,10
367,10
374,10
377,10
381,10
387,10
390,10
403,10
404,10
406,10
410,10
411,10
424,10
425,10
427,10
429,10
430,10
433,10
437,10
439,10
442,10
445,10
446,10
447,10
448,10
449,10
451,10
454,10
456,10
457,10
459,10
460,10
465,10
467,10
468,10
469,10
470,10
471,10
472,10
473,10
474,10
475,10
476,10
477,10
478,10
479,10
480,10
481,10
482,10
484,10
485,10
486,10
487,10
488,10
489,10
490,10
491,10
492,10
493,10
494,10
495,10
496,10
497,10
498,10
499,10
500,10
