2656,115
2655,115
2639,115
2631,115
2626,115
2625,115
2620,115
2616,115
2612,115
2608,115
2605,115
2603,115
2602,115
2601,115
2594,115
2591,115
2587,115
2579,115
2574,115
2565,115
2562,115
2561,115
2560,115
2554,115
2552,115
2551,115
2550,115
2547,115
2544,115
2543,115
2540,115
2527,115
2522,115
2521,115
2508,115
2505,115
2501,115
2496,115
2493,115
2486,115
2483,115
2470,115
2469,115
2468,115
2465,115
2461,115
2447,115
2434,115
2431,115
2429,115
2424,115
2415,115
2411,115
2410,115
2409,115
2405,115
2396,115
2387,115
2382,115
2377,115
2375,115
2371,115
2370,115
2364,115
2360,115
2357,115
2355,115
2353,115
2349,115
2348,115
2341,115
2340,115
2332,115
2327,115
2325,115
2324,115
2310,115
2309,115
2308,115
2300,115
2291,115
2279,115
2277,115
2276,115
2272,115
2267,115
2258,115
2254,115
2245,115
2241,115
2234,115
2230,115
2221,115
2219,115
2217,115
2213,115
2207,115
2202,115
2201,115
2191,115
2189,115
2185,115
2173,115
2155,115
2151,115
2143,115
2141,115
2140,115
2132,115
2125,115
2124,115
2123,115
2122,115
2119,115
2116,115
2113,115
2110,115
2109,115
2105,115
2104,115
2096,115
2094,115
2091,115
2089,115
2087,115
2084,115
2079,115
2075,115
2074,115
2070,115
2065,115
2064,115
2060,115
2046,115
2044,115
2041,115
2038,115
2034,115
2031,115
2021,115
2006,115
1998,115
1994,115
1987,115
1986,115
1985,115
1984,115
1980,115
1972,115
1967,115
1963,115
1947,115
1944,115
1939,115
1930,115
1919,115
1918,115
1913,115
2647,114
2624,114
2576,114
2335,114
2262,114
2238,114
2078,114
2557,113
2485,113
2330,112
2166,112
1954,112
2419,111
2085,111
2047,111
1926,111
2580,109
2507,109
2478,108
2307,107
2632,106
2099,106
2553,105
2564,102
2533,102
2490,102
1942,102
2214,98
2575,97
2301,96
2061,95
2592,93
2057,93
2211,92
2555,91
2180,91
2463,88
2393,88
2165,88
2408,87
1964,85
2354,83
1990,83
2500,82
2607,75
2137,73
2056,72
2650,70
2644,70
2643,70
2630,70
2618,70
2617,70
2599,70
2598,70
2593,70
2589,70
2583,70
2568,70
2556,70
2534,70
2517,70
2513,70
2512,70
2511,70
2510,70
2509,70
2499,70
2492,70
2479,70
2476,70
2472,70
2464,70
2462,70
2452,70
2437,70
2430,70
2421,70
2420,70
2399,70
2385,70
2373,70
2352,70
2345,70
2344,70
2339,70
2337,70
2334,70
2333,70
2329,70
2328,70
2320,70
2303,70
2295,70
2293,70
2290,70
2284,70
2283,70
2280,70
2274,70
2269,70
2251,70
2248,70
2247,70
2242,70
2225,70
2224,70
2204,70
2200,70
2197,70
2195,70
2192,70
2190,70
2188,70
2184,70
2181,70
2177,70
2175,70
2170,70
2154,70
2152,70
2150,70
2149,70
2144,70
2139,70
2136,70
2135,70
2134,70
2128,70
2126,70
2118,70
2112,70
2103,70
2088,70
2082,70
2073,70
2072,70
2069,70
2055,70
2054,70
2053,70
2048,70
2043,70
2040,70
2039,70
2033,70
2029,70
2027,70
2011,70
2008,70
1960,70
1956,70
1949,70
1948,70
1946,70
1941,70
1933,70
1927,70
1921,70
1903,70
1889,70
1887,70
1880,70
1869,70
1868,70
1850,70
1843,70
1840,70
1836,70
1834,70
1828,70
1827,70
1824,70
1817,70
1814,70
1811,70
1810,70
1805,70
1801,70
1800,70
1794,70
1792,70
1790,70
1769,70
1762,70
1758,70
1753,70
1751,70
1747,70
1737,70
1736,70
1731,70
1722,70
1719,70
1718,70
1715,70
1713,70
1708,70
1690,70
1684,70
1676,70
1670,70
1669,70
1666,70
1664,70
1663,70
1644,70
1624,70
1623,70
1622,70
1620,70
1618,70
1614,70
1613,70
1611,70
1609,70
1605,70
1604,70
1601,70
1599,70
1598,70
1590,70
1585,70
1578,70
1564,70
1560,70
1558,70
1555,70
1552,70
1548,70
1531,70
1523,70
1521,70
1517,70
1510,70
1492,70
1489,70
1472,70
1468,70
1466,70
1457,70
1448,70
1432,70
1421,70
1417,70
1400,70
1392,70
1391,70
1378,70
1377,70
1371,70
1368,70
1362,70
1353,70
1342,70
1340,70
1336,70
1332,70
1331,70
1330,70
1303,70
1292,70
1290,70
1270,70
1268,70
1257,70
1256,70
1251,70
1244,70
1239,70
1231,70
1223,70
1212,70
1200,70
1192,70
1186,70
1185,70
1182,70
1176,70
1173,70
1164,70
1154,70
1150,70
1147,70
